id,posture_key,posture_ko,equipment_en,equipment_ko,exercise_en,exercise_ko,purpose,how_to_do,sets_reps,key_cues,precaution
161,Trunk Lateral Shift,체간 편위,Spine Corrector,스파인 코렉터,Clamshell - Intermediate (Pulse x10),데드버그 - Intermediate (Pulse x10),가동성과 근력의 균형 향상,"① 시작자세: 스파인 코렉터 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 Pulse x10.",3세트 x 15회,"견갑 하강 유지, 호흡과 함께 부드럽게, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
162,Forward Head Posture,거북목,Cadillac,캐딜락,Hundred - Intermediate (Isometric 5s),롤업 - Intermediate (Isometric 5s),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 캐딜락 위에서 롤업 준비 자세로 선다.
② 수행: 호흡을 내쉬며 롤업 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 Isometric 5s.",3세트 x 10회,"견갑 하강 유지, 갈비뼈 플레어 금지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
163,Hyperkyphosis,흉추 과후만,Cadillac,캐딜락,Roll Up - Basic (Isometric 5s),풋워크 - Basic (Isometric 5s),자세 교정과 정렬 회복,"① 시작자세: 캐딜락 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 Isometric 5s.",2세트 x 12회,"좌우 균형 유지, 갈비뼈 플레어 금지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
164,Hyperkyphosis,흉추 과후만,Cadillac,캐딜락,Clamshell - Advanced (2-2),티저 - Advanced (2-2),가동성과 근력의 균형 향상,"① 시작자세: 캐딜락 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 2-2.",3세트 x 10회,"갈비뼈 플레어 금지, 좌우 균형 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
165,Trunk Forward Inclination,체간 전방기울기,Chair,체어,Roll Up - Advanced (Isometric 5s),사이드킥 - Advanced (Isometric 5s),자세 교정과 정렬 회복,"① 시작자세: 체어 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 Isometric 5s.",3세트 x 15회,"골반 중립 유지, 견갑 하강 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
166,Trunk Lateral Shift,체간 편위,Ladder Barrel,래더 배럴,Roll Up - Basic (Isometric 5s),플랭크 - Basic (Isometric 5s),자세 교정과 정렬 회복,"① 시작자세: 래더 배럴 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 Isometric 5s.",4세트 x 15회,"좌우 균형 유지, 호흡과 함께 부드럽게, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
167,Trunk Forward Inclination,체간 전방기울기,Spine Corrector,스파인 코렉터,Dead Bug - Advanced (3-1),사이드킥 - Advanced (3-1),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 3-1.",2세트 x 20회,"견갑 하강 유지, 호흡과 함께 부드럽게, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
168,Trunk Forward Inclination,체간 전방기울기,Reformer,리포머,Plank - Intermediate (Pulse x10),티저 - Intermediate (Pulse x10),자세 교정과 정렬 회복,"① 시작자세: 리포머 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 Pulse x10.",2세트 x 20회,"견갑 하강 유지, 호흡과 함께 부드럽게, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
169,Trunk Forward Inclination,체간 전방기울기,Reformer,리포머,Dead Bug - Advanced (Pulse x10),스완 - Advanced (Pulse x10),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 리포머 위에서 스완 준비 자세로 선다.
② 수행: 호흡을 내쉬며 스완 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 10회, 템포 Pulse x10.",2세트 x 10회,"호흡과 함께 부드럽게, 갈비뼈 플레어 금지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
170,Anterior Pelvic Tilt,골반 과전방경사,Cadillac,캐딜락,Swan - Basic (3-1),티저 - Basic (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 캐딜락 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 10회, 템포 3-1.",4세트 x 10회,"견갑 하강 유지, 골반 중립 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
171,Hyperlordosis,요추 과전만,Reformer,리포머,Dead Bug - Advanced (1-3),데드버그 - Advanced (1-3),자세 교정과 정렬 회복,"① 시작자세: 리포머 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 10회, 템포 1-3.",4세트 x 10회,"호흡과 함께 부드럽게, 견갑 하강 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
172,Shoulder Elevation,어깨 상승,Chair,체어,Clamshell - Basic (3-1),사이드킥 - Basic (3-1),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 체어 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 3-1.",3세트 x 15회,"호흡과 함께 부드럽게, 견갑 하강 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
173,Rounded Shoulder,라운드 숄더,Ladder Barrel,래더 배럴,Roll Up - Advanced (1-3),사이드킥 - Advanced (1-3),가동성과 근력의 균형 향상,"① 시작자세: 래더 배럴 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 1-3.",4세트 x 15회,"골반 중립 유지, 견갑 하강 유지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
174,Foot Pronation,과도한 회내,Mat,매트,Roll Up - Intermediate (2-2),사이드킥 - Intermediate (2-2),코어 중심의 자세 안정성 향상,"① 시작자세: 매트 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 2-2.",3세트 x 20회,"좌우 균형 유지, 골반 중립 유지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
175,Rounded Shoulder,라운드 숄더,Reformer,리포머,Swan - Advanced (2-2),롤업 - Advanced (2-2),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 리포머 위에서 롤업 준비 자세로 선다.
② 수행: 호흡을 내쉬며 롤업 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 2-2.",3세트 x 20회,"갈비뼈 플레어 금지, 호흡과 함께 부드럽게, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
176,Trunk Forward Inclination,체간 전방기울기,Spine Corrector,스파인 코렉터,Bridge - Basic (Isometric 5s),풋워크 - Basic (Isometric 5s),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 10회, 템포 Isometric 5s.",4세트 x 10회,"복부 30% 수축, 호흡과 함께 부드럽게, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
177,Flat Back,편평등,Mat,매트,Teaser - Advanced (Isometric 5s),브릿지 - Advanced (Isometric 5s),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 매트 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 Isometric 5s.",2세트 x 20회,"호흡과 함께 부드럽게, 견갑 하강 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
178,Foot Pronation,과도한 회내,Reformer,리포머,Roll Up - Advanced (3-1),브릿지 - Advanced (3-1),자세 교정과 정렬 회복,"① 시작자세: 리포머 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 3-1.",2세트 x 12회,"복부 30% 수축, 견갑 하강 유지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
179,Rounded Shoulder,라운드 숄더,Spine Corrector,스파인 코렉터,Side Kick - Basic (Isometric 5s),브릿지 - Basic (Isometric 5s),코어 중심의 자세 안정성 향상,"① 시작자세: 스파인 코렉터 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 Isometric 5s.",3세트 x 15회,"호흡과 함께 부드럽게, 복부 30% 수축, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
180,Flat Back,편평등,Ladder Barrel,래더 배럴,Roll Up - Intermediate (3-1),클램쉘 - Intermediate (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 래더 배럴 위에서 클램쉘 준비 자세로 선다.
② 수행: 호흡을 내쉬며 클램쉘 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 3-1.",3세트 x 15회,"갈비뼈 플레어 금지, 견갑 하강 유지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
181,Flat Back,편평등,Chair,체어,Teaser - Advanced (2-2),브릿지 - Advanced (2-2),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 체어 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 2-2.",3세트 x 12회,"좌우 균형 유지, 호흡과 함께 부드럽게, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
182,Rounded Shoulder,라운드 숄더,Cadillac,캐딜락,Side Kick - Intermediate (3-1),플랭크 - Intermediate (3-1),자세 교정과 정렬 회복,"① 시작자세: 캐딜락 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 10회, 템포 3-1.",4세트 x 10회,"호흡과 함께 부드럽게, 복부 30% 수축, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
183,Trunk Forward Inclination,체간 전방기울기,Ladder Barrel,래더 배럴,Roll Up - Advanced (1-3),헌드레드 - Advanced (1-3),자세 교정과 정렬 회복,"① 시작자세: 래더 배럴 위에서 헌드레드 준비 자세로 선다.
② 수행: 호흡을 내쉬며 헌드레드 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 1-3.",2세트 x 12회,"갈비뼈 플레어 금지, 호흡과 함께 부드럽게, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
184,Pelvic Obliquity,골반 비틀림,Reformer,리포머,Side Kick - Advanced (Isometric 5s),스완 - Advanced (Isometric 5s),코어 중심의 자세 안정성 향상,"① 시작자세: 리포머 위에서 스완 준비 자세로 선다.
② 수행: 호흡을 내쉬며 스완 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 Isometric 5s.",2세트 x 20회,"호흡과 함께 부드럽게, 복부 30% 수축, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
185,Scapular Winging,견갑 이개,Cadillac,캐딜락,Dead Bug - Advanced (1-3),플랭크 - Advanced (1-3),자세 교정과 정렬 회복,"① 시작자세: 캐딜락 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 1-3.",3세트 x 10회,"견갑 하강 유지, 복부 30% 수축, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
